CompanyName,CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1,RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,URI
Sterling Properties PLC,01001004,,,159 Bridge Street,,Glasgow,,United Kingdom,S1 5HA,Private Limited Company,Active,United Kingdom,,02/04/1993,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01001004
Thornbury Assets 21 LLP,01001005,,,238 Church Lane,,Edinburgh,,United Kingdom,SE1 6JB,Private Limited Company,Active,United Kingdom,,02/09/2015,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01001005
Ashcroft Holdings LLP,01001006,,,125 Kings Avenue,,Glasgow,,United Kingdom,L1 5EW,Private Limited Company,Active,United Kingdom,,25/09/2021,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01001006
Ravensworth Management PLC,SC1001007,,,197 High Street,,Glasgow,,United Kingdom,B3 1BS,Private Limited Company,Active,United Kingdom,,08/03/2015,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/SC1001007
Ludgate Properties LLP,01001008,,,1 Church Lane,,Leeds,,United Kingdom,BS1 7TJ,Private Limited Company,Active,United Kingdom,,22/03/2001,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01001008
Whitehall Properties PLC,01001009,,,229 Church Lane,,Edinburgh,,United Kingdom,L1 5SF,Private Limited Company,Active,United Kingdom,,14/08/1998,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01001009
Marlborough Group 29 LTD,01001010,,,65 Park View,,Bristol,,United Kingdom,EH1 5FX,Private Limited Company,Active,United Kingdom,,22/02/2011,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01001010
Blackwater Capital LIMITED,01001011,,,55 Station Road,,Liverpool,,United Kingdom,EH1 5GT,Private Limited Company,Active,United Kingdom,,28/01/2002,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01001011
Marlborough Ventures LTD,SC1001012,,,126 Mill Lane,,Leeds,,United Kingdom,BS1 3HJ,Private Limited Company,Active,United Kingdom,,02/02/1995,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/SC1001012
Ashcroft Investments LLP,01001013,,,43 Park View,,Cardiff,,United Kingdom,SW1A 8ES,Private Limited Company,Active,United Kingdom,,25/05/2023,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01001013
Meridian Ventures LLP,01001014,,,135 Church Lane,,Manchester,,United Kingdom,S1 1YJ,Private Limited Company,Active,United Kingdom,,04/03/2008,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01001014
Camberwell Resources LIMITED,01001015,,,219 Manor Way,,Glasgow,,United Kingdom,SE1 6FZ,Private Limited Company,Active,United Kingdom,,18/07/2006,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001015
Aldgate Management PLC,01001016,,,163 Queens Road,,Cardiff,,United Kingdom,G2 8NY,Private Limited Company,Active,United Kingdom,,21/09/2004,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01001016
Beaconsfield Resources LIMITED,01001017,,,229 Church Lane,,Birmingham,,United Kingdom,S1 6RS,Private Limited Company,Active,United Kingdom,,17/04/2024,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01001017
Gatehouse Capital PLC,01001018,,,70 Mill Lane,,Sheffield,,United Kingdom,G2 8RU,Private Limited Company,Active,United Kingdom,,19/11/2019,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001018
Northgate Holdings PLC,01001019,,,215 Church Lane,,Birmingham,,United Kingdom,BS1 3TT,Private Limited Company,Active,United Kingdom,,05/03/1997,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01001019
Kingsway Trading 22 LTD,01001020,,,121 Bridge Street,,Glasgow,,United Kingdom,EC1V 1QL,Private Limited Company,Active,United Kingdom,,08/10/2011,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01001020
Kingsway Capital LTD,01001021,,,49 Station Road,,London,,United Kingdom,BS1 5DG,Private Limited Company,Active,United Kingdom,,15/08/1992,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01001021
Whitehall Enterprises LIMITED,01001022,,,67 Queens Road,,Edinburgh,,United Kingdom,EH1 7FF,Private Limited Company,Active,United Kingdom,,01/01/2008,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01001022
Ashcroft Ventures LTD,01001023,,,125 Queens Road,,Bristol,,United Kingdom,N1 3LQ,Private Limited Company,Active,United Kingdom,,13/11/1991,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01001023
Eastbrook Capital LTD,01001024,,,54 High Street,,Bristol,,United Kingdom,EC1V 8AA,Private Limited Company,Active,United Kingdom,,11/07/2000,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01001024
Gatehouse Properties 11 LIMITED,01001025,,,81 Park View,,Leeds,,United Kingdom,CF10 1RB,Private Limited Company,Dissolved,United Kingdom,,24/09/2008,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001025
Ashcroft Partners LTD,01001026,,,212 Manor Way,,Manchester,,United Kingdom,SE1 3FP,Private Limited Company,Active,United Kingdom,,06/11/2020,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001026
Meridian Partners PLC,01001027,,,202 High Street,,Manchester,,United Kingdom,SE1 3QT,Private Limited Company,Active,United Kingdom,,08/11/2003,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01001027
Aldgate Holdings 4 PLC,01001028,,,250 Church Lane,,Cardiff,,United Kingdom,L1 3UJ,Private Limited Company,Active,United Kingdom,,19/06/2008,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01001028
Ashcroft Resources LLP,01001029,,,158 Kings Avenue,,Liverpool,,United Kingdom,BS1 6DZ,Private Limited Company,Dissolved,United Kingdom,,17/07/2004,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001029
Kingsway Group LTD,01001030,,,79 Bridge Street,,Edinburgh,,United Kingdom,N1 5SB,Private Limited Company,Dissolved,United Kingdom,,20/08/2023,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01001030
Redwood Assets 7 LTD,01001031,,,80 High Street,,Leeds,,United Kingdom,G2 9UZ,Private Limited Company,Active,United Kingdom,,13/07/1996,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001031
Harbourview Partners PLC,SC1001032,,,191 Queens Road,,Birmingham,,United Kingdom,BS1 3TD,Private Limited Company,Active,United Kingdom,,04/03/2005,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/SC1001032
Ashcroft Holdings 5 LLP,01001033,,,109 Park View,,Manchester,,United Kingdom,WC2H 8GH,Private Limited Company,Dissolved,United Kingdom,,02/02/2003,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001033
Marlborough Capital 4 PLC,01001034,,,109 Park View,,Manchester,,United Kingdom,BS1 5JX,Private Limited Company,Active,United Kingdom,,08/09/2003,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001034
Eastbrook Investments 25 LTD,01001035,,,166 Kings Avenue,,Glasgow,,United Kingdom,SW1A 2UX,Private Limited Company,Active,United Kingdom,,05/10/2013,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01001035
Eastbrook Capital LTD,01001036,,,47 Queens Road,,Glasgow,,United Kingdom,L1 4NR,Private Limited Company,Active,United Kingdom,,20/12/2013,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01001036
Ravensworth Enterprises LIMITED,01001037,,,70 High Street,,London,,United Kingdom,S1 1GE,Private Limited Company,Active,United Kingdom,,04/07/2001,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01001037
Silverline Management LIMITED,01001038,,,109 Kings Avenue,,Glasgow,,United Kingdom,L1 9QH,Private Limited Company,Active,United Kingdom,,22/11/2002,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001038
Meridian Ventures 6 LLP,01001039,,,192 Station Road,,Bristol,,United Kingdom,W1D 5AF,Private Limited Company,Active,United Kingdom,,02/06/2001,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01001039
Ravensworth Properties PLC,01001040,,,171 Park View,,Leeds,,United Kingdom,SE1 9RW,Private Limited Company,Active,United Kingdom,,20/08/2024,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01001040
Sterling Group PLC,01001041,,,217 Station Road,,Sheffield,,United Kingdom,EH1 8XX,Private Limited Company,Active,United Kingdom,,11/07/2006,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01001041
Fairhaven Enterprises LTD,SC1001042,,,115 Bridge Street,,Cardiff,,United Kingdom,EC1V 1GD,Private Limited Company,Active,United Kingdom,,02/06/2020,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/SC1001042
Camberwell Ventures 8 LIMITED,01001043,,,1 Church Lane,,Liverpool,,United Kingdom,WC2H 1ZH,Private Limited Company,Active,United Kingdom,,22/06/2017,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01001043
Redwood Holdings LTD,01001044,,,198 Victoria Road,,Cardiff,,United Kingdom,N1 7GS,Private Limited Company,Dissolved,United Kingdom,,02/02/2003,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01001044
Ashcroft Partners LLP,01001045,,,97 Station Road,,Liverpool,,United Kingdom,B3 5EQ,Private Limited Company,Active,United Kingdom,,24/08/2016,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01001045
Silverline Management LIMITED,SC1001046,,,209 Queens Road,,Bristol,,United Kingdom,SE1 6LJ,Private Limited Company,Active,United Kingdom,,19/05/2007,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/SC1001046
Camberwell Resources PLC,01001047,,,108 Church Lane,,Birmingham,,United Kingdom,N1 4NX,Private Limited Company,Dissolved,United Kingdom,,15/10/2016,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01001047
Ludgate Capital LLP,01001048,,,200 Manor Way,,Bristol,,United Kingdom,L1 6XL,Private Limited Company,Active,United Kingdom,,20/02/2005,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01001048
Ironbridge Trading PLC,01001049,,,242 Park View,,Leeds,,United Kingdom,SE1 4TU,Private Limited Company,Active,United Kingdom,,15/06/2019,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01001049
Whitehall Enterprises LIMITED,SC1001050,,,124 Victoria Road,,Sheffield,,United Kingdom,SW1A 5NW,Private Limited Company,Active,United Kingdom,,27/04/1992,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/SC1001050
Blackwater Management LLP,01001051,,,39 Manor Way,,Birmingham,,United Kingdom,SE1 1EB,Private Limited Company,Active,United Kingdom,,21/04/2015,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01001051
Fairhaven Ventures 8 PLC,01001052,,,221 Church Lane,,Manchester,,United Kingdom,W1D 7ES,Private Limited Company,Active,United Kingdom,,21/09/2000,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01001052
Gatehouse Assets PLC,SC1001053,,,214 High Street,,Glasgow,,United Kingdom,WC2H 2EF,Private Limited Company,Active,United Kingdom,,28/05/2004,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/SC1001053
Aldgate Investments LLP,01001054,,,196 Kings Avenue,,Manchester,,United Kingdom,EC1V 9HJ,Private Limited Company,Active,United Kingdom,,08/12/2019,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01001054
Ashcroft Enterprises LLP,01001055,,,117 Church Lane,,Manchester,,United Kingdom,CF10 5GB,Private Limited Company,Active,United Kingdom,,12/04/1998,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01001055
Marlborough Capital LLP,01001056,,,236 Church Lane,,Bristol,,United Kingdom,WC2H 3YD,Private Limited Company,Active,United Kingdom,,26/05/1991,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01001056
Marlborough Ventures LIMITED,01001057,,,242 Bridge Street,,Liverpool,,United Kingdom,N1 2PP,Private Limited Company,Active,United Kingdom,,06/05/2019,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01001057
Silverline Trading LIMITED,01001058,,,153 Queens Road,,Leeds,,United Kingdom,B3 6BL,Private Limited Company,Dissolved,United Kingdom,,04/02/2020,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01001058
Thornbury Ventures PLC,01001059,,,16 Victoria Road,,Bristol,,United Kingdom,LS1 2RS,Private Limited Company,Active,United Kingdom,,03/01/1998,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01001059
Longacre Holdings LIMITED,01001060,,,3 Church Lane,,Birmingham,,United Kingdom,SW1A 2NF,Private Limited Company,Active,United Kingdom,,04/02/1999,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01001060
Blackwater Investments 14 PLC,SC1001061,,,103 Manor Way,,Birmingham,,United Kingdom,B3 8JX,Private Limited Company,Active,United Kingdom,,15/09/2020,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/SC1001061
Whitehall Properties LIMITED,01001062,,,81 Bridge Street,,Cardiff,,United Kingdom,W1D 5YG,Private Limited Company,Active,United Kingdom,,01/07/1993,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01001062
Meridian Enterprises LTD,01001063,,,68 Park View,,Edinburgh,,United Kingdom,SW1A 9NT,Private Limited Company,Active,United Kingdom,,11/05/1996,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01001063
Blackwater Properties 34 LLP,01001064,,,225 Queens Road,,Liverpool,,United Kingdom,N1 5RD,Private Limited Company,Dissolved,United Kingdom,,19/04/2007,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001064
Redwood Capital LTD,01001065,,,216 Station Road,,Sheffield,,United Kingdom,M1 5HT,Private Limited Company,Active,United Kingdom,,11/03/2005,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01001065
Ashcroft Holdings PLC,01001066,,,130 Park View,,Liverpool,,United Kingdom,SE1 7SU,Private Limited Company,Active,United Kingdom,,23/02/2012,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01001066
Pinnacle Properties LTD,01001067,,,239 Kings Avenue,,Bristol,,United Kingdom,EH1 5RN,Private Limited Company,Active,United Kingdom,,03/04/2024,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01001067
Kingsway Management LTD,SC1001068,,,133 Kings Avenue,,Glasgow,,United Kingdom,M1 1BX,Private Limited Company,Active,United Kingdom,,21/04/2018,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/SC1001068
Thornbury Investments 24 LLP,01001069,,,73 Station Road,,London,,United Kingdom,EC1V 6AF,Private Limited Company,Active,United Kingdom,,25/11/2016,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01001069
Ludgate Holdings LTD,01001070,,,108 Church Lane,,London,,United Kingdom,SW1A 1XU,Private Limited Company,Dissolved,United Kingdom,,13/10/1996,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01001070
Silverline Trading PLC,01001071,,,23 Station Road,,Glasgow,,United Kingdom,W1D 4YG,Private Limited Company,Active,United Kingdom,,03/05/2011,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01001071
Thornbury Partners PLC,01001072,,,83 Kings Avenue,,Birmingham,,United Kingdom,N1 1FS,Private Limited Company,Dissolved,United Kingdom,,18/10/2009,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001072
Marlborough Investments PLC,01001073,,,6 Kings Avenue,,Bristol,,United Kingdom,EH1 5TG,Private Limited Company,Active,United Kingdom,,20/06/2008,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01001073
Fairhaven Trading LIMITED,01001074,,,209 Church Lane,,Manchester,,United Kingdom,WC2H 4XJ,Private Limited Company,Active,United Kingdom,,16/08/2000,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001074
Thornbury Trading LTD,01001075,,,134 Queens Road,,Liverpool,,United Kingdom,EC1V 4SF,Private Limited Company,Active,United Kingdom,,13/10/2018,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01001075
Aldgate Holdings LLP,01001076,,,170 Victoria Road,,Glasgow,,United Kingdom,W1D 7XY,Private Limited Company,Dissolved,United Kingdom,,17/05/2010,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01001076
Whitehall Partners LLP,01001077,,,193 Mill Lane,,Cardiff,,United Kingdom,EC1V 9GX,Private Limited Company,Dissolved,United Kingdom,,09/01/1993,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01001077
Pinnacle Holdings LIMITED,SC1001078,,,176 Station Road,,Leeds,,United Kingdom,G2 7XH,Private Limited Company,Active,United Kingdom,,15/06/2020,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/SC1001078
Longacre Assets PLC,01001079,,,141 High Street,,Leeds,,United Kingdom,SE1 2YR,Private Limited Company,Active,United Kingdom,,01/08/2010,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001079
Beaconsfield Capital LIMITED,01001080,,,107 High Street,,Sheffield,,United Kingdom,B3 2TD,Private Limited Company,Active,United Kingdom,,19/02/2006,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01001080
Meridian Properties 23 PLC,01001081,,,188 Church Lane,,Manchester,,United Kingdom,EH1 8XA,Private Limited Company,Active,United Kingdom,,25/03/2006,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001081
Gatehouse Resources PLC,01001082,,,86 Bridge Street,,Glasgow,,United Kingdom,BS1 9WL,Private Limited Company,Active,United Kingdom,,03/08/2022,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01001082
Beaconsfield Enterprises LLP,01001083,,,30 High Street,,Bristol,,United Kingdom,SE1 6FJ,Private Limited Company,Active,United Kingdom,,14/10/1991,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001083
Sterling Group LTD,01001084,,,56 High Street,,Sheffield,,United Kingdom,EH1 8LJ,Private Limited Company,Active,United Kingdom,,19/03/1993,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01001084
Meridian Group LTD,01001085,,,26 Queens Road,,Bristol,,United Kingdom,M1 8EX,Private Limited Company,Active,United Kingdom,,04/12/2017,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01001085
Meridian Assets LIMITED,01001086,,,64 Mill Lane,,Glasgow,,United Kingdom,M1 4SN,Private Limited Company,Active,United Kingdom,,28/10/2001,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01001086
Ludgate Capital LTD,SC1001087,,,116 Queens Road,,Birmingham,,United Kingdom,B3 8QB,Private Limited Company,Active,United Kingdom,,21/04/2007,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/SC1001087
Kingsway Resources PLC,01001088,,,245 Kings Avenue,,Sheffield,,United Kingdom,EC1V 7AZ,Private Limited Company,Active,United Kingdom,,27/05/1993,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01001088
Ravensworth Ventures PLC,01001089,,,151 Station Road,,Manchester,,United Kingdom,SE1 3GH,Private Limited Company,Active,United Kingdom,,23/12/2011,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01001089
Eastbrook Management 40 LIMITED,01001090,,,235 Victoria Road,,Sheffield,,United Kingdom,CF10 2WN,Private Limited Company,Dissolved,United Kingdom,,24/09/2005,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001090
Ashcroft Assets 10 LTD,01001091,,,93 Kings Avenue,,Leeds,,United Kingdom,EC1V 5WG,Private Limited Company,Active,United Kingdom,,27/02/2021,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001091
Whitehall Holdings PLC,01001092,,,132 Victoria Road,,Birmingham,,United Kingdom,CF10 6XJ,Private Limited Company,Liquidation,United Kingdom,,07/05/2002,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01001092
Northgate Investments LLP,01001093,,,159 Church Lane,,London,,United Kingdom,W1D 4GB,Private Limited Company,Active,United Kingdom,,18/01/2022,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01001093
Meridian Capital PLC,01001094,,,250 Bridge Street,,Liverpool,,United Kingdom,L1 6HT,Private Limited Company,Active,United Kingdom,,15/06/2020,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01001094
Thornbury Enterprises LTD,01001095,,,23 Queens Road,,Liverpool,,United Kingdom,N1 7QX,Private Limited Company,Active,United Kingdom,,23/05/2022,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01001095
Beaconsfield Trading 17 LLP,01001096,,,20 Mill Lane,,Edinburgh,,United Kingdom,W1D 9DA,Private Limited Company,Active,United Kingdom,,09/09/1991,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01001096
Beaconsfield Investments LIMITED,01001097,,,138 Mill Lane,,Cardiff,,United Kingdom,EC1V 1SY,Private Limited Company,Active,United Kingdom,,20/08/2022,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01001097
Blackwater Investments PLC,01001098,,,120 High Street,,Edinburgh,,United Kingdom,BS1 1LY,Private Limited Company,Active,United Kingdom,,15/04/2003,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01001098
Beaconsfield Holdings LLP,01001099,,,99 Kings Avenue,,London,,United Kingdom,W1D 9TD,Private Limited Company,Dissolved,United Kingdom,,19/11/2007,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01001099
Northgate Partners LIMITED,01001100,,,103 High Street,,Sheffield,,United Kingdom,SW1A 5JF,Private Limited Company,Dissolved,United Kingdom,,01/09/2019,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01001100
Whitehall Ventures LIMITED,01001101,,,21 Bridge Street,,Leeds,,United Kingdom,SE1 6TU,Private Limited Company,Active,United Kingdom,,17/03/2024,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01001101
Harbourview Management 27 LTD,01001102,,,119 Manor Way,,Liverpool,,United Kingdom,SE1 8NZ,Private Limited Company,Active,United Kingdom,,14/11/1990,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01001102
Longacre Properties LTD,01001103,,,105 Manor Way,,Liverpool,,United Kingdom,S1 6RW,Private Limited Company,Active,United Kingdom,,04/03/2022,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001103
Harbourview Partners PLC,01001104,,,112 Bridge Street,,Leeds,,United Kingdom,EH1 3HN,Private Limited Company,Dissolved,United Kingdom,,12/11/2003,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01001104
Ironbridge Assets LLP,01001105,,,150 Queens Road,,Bristol,,United Kingdom,N1 9PX,Private Limited Company,Liquidation,United Kingdom,,08/10/1998,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01001105
Ludgate Properties LLP,01001106,,,33 Bridge Street,,London,,United Kingdom,EH1 3WF,Private Limited Company,Active,United Kingdom,,04/12/1997,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01001106
Sterling Assets PLC,01001107,,,96 Queens Road,,Glasgow,,United Kingdom,M1 4UA,Private Limited Company,Dissolved,United Kingdom,,27/04/2007,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01001107
Meridian Partners LIMITED,01001108,,,122 High Street,,Manchester,,United Kingdom,CF10 2LU,Private Limited Company,Active,United Kingdom,,15/11/2010,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01001108
Ravensworth Properties LIMITED,01001109,,,7 Manor Way,,Glasgow,,United Kingdom,WC2H 3TS,Private Limited Company,Active,United Kingdom,,18/03/2001,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001109
Gatehouse Group 26 PLC,01001110,,,249 Park View,,Liverpool,,United Kingdom,S1 5NP,Private Limited Company,Active,United Kingdom,,21/10/2003,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001110
Ashcroft Partners LLP,01001111,,,185 Manor Way,,Leeds,,United Kingdom,S1 9QT,Private Limited Company,Active,United Kingdom,,18/03/2022,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001111
Harbourview Resources LIMITED,01001112,,,79 Church Lane,,Edinburgh,,United Kingdom,S1 3SS,Private Limited Company,Active,United Kingdom,,09/09/2012,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001112
Longacre Capital PLC,01001113,,,128 Bridge Street,,Edinburgh,,United Kingdom,L1 5NH,Private Limited Company,Dissolved,United Kingdom,,26/09/2018,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001113
Longacre Ventures LTD,01001114,,,74 Victoria Road,,Glasgow,,United Kingdom,N1 8JS,Private Limited Company,Dissolved,United Kingdom,,22/07/2008,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01001114
Marlborough Partners 29 PLC,01001115,,,156 Kings Avenue,,Cardiff,,United Kingdom,WC2H 8HR,Private Limited Company,Active,United Kingdom,,05/10/2014,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01001115
Harbourview Management LIMITED,01001116,,,11 Mill Lane,,Sheffield,,United Kingdom,B3 9WA,Private Limited Company,Active,United Kingdom,,20/03/2017,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01001116
Crestwood Holdings LLP,01001117,,,65 Victoria Road,,Manchester,,United Kingdom,B3 3HW,Private Limited Company,Active,United Kingdom,,03/02/2014,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01001117
Gatehouse Holdings 27 LLP,01001118,,,189 Manor Way,,Glasgow,,United Kingdom,SE1 6DB,Private Limited Company,Active,United Kingdom,,26/03/2024,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01001118
Beaconsfield Trading PLC,01001119,,,223 Park View,,Birmingham,,United Kingdom,LS1 4RF,Private Limited Company,Active,United Kingdom,,26/12/2022,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01001119
Northgate Capital PLC,SC1001120,,,100 Station Road,,Edinburgh,,United Kingdom,LS1 4GL,Private Limited Company,Active,United Kingdom,,14/11/2007,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/SC1001120
